./mic_F01_si453_f0.txt,732,517,47,11,157,0,157,0.00010477,0.000682765
./mic_F02_si643_f0.txt,740,470,107,2,161,0,161,2.25E-05,9.10E-05
./mic_F03_si831_f0.txt,909,540,88,0,281,0,281,2.78E-05,7.06E-05
./mic_F04_si1020_f0.txt,656,459,100,21,76,0,76,2.00E-05,0.00017093
./mic_F05_si1209_f0.txt,732,520,22,11,179,0,179,2.57E-05,0.000120954
./mic_F06_si1398_f0.txt,655,423,79,7,146,0,146,7.24E-05,0.00017075
./mic_F07_si1587_f0.txt,844,541,78,16,209,0,209,0.000596052,0.001645246
./mic_F08_si1776_f0.txt,681,447,92,12,130,0,130,4.98E-05,0.000174834
./mic_F09_si1965_f0.txt,731,491,63,1,176,0,176,3.48E-05,9.00E-05
./mic_F10_si2154_f0.txt,665,572,13,7,73,0,73,-0.000981735,0.002272065
./mic_M01_si453_f0.txt,655,486,27,8,134,0,134,4.77E-05,0.000273637
./mic_M02_si642_f0.txt,680,424,108,126,22,0,22,2.10E-05,0.000227642
./mic_M03_si831_f0.txt,936,608,60,16,252,0,252,0.000121984,0.000378565
./mic_M04_si1020_f0.txt,680,452,58,34,136,0,136,3.69E-05,0.00021775
./mic_M05_si1209_f0.txt,655,443,52,53,107,0,107,3.54E-05,0.000216288
./mic_M06_si1398_f0.txt,656,479,38,3,136,0,136,3.15E-05,0.000139434
./mic_M07_si1587_f0.txt,884,574,83,25,202,0,202,2.42E-05,0.000187727
./mic_M08_si1776_f0.txt,655,500,37,33,85,0,85,8.67E-05,0.000231682
./mic_M09_si1965_f0.txt,656,447,61,20,128,0,128,8.19E-05,0.000182283
./mic_M10_si2154_f0.txt,655,489,60,6,100,0,100,8.58E-05,0.000176308